city_name,year,temperature,precipitation,snowfall,sunshine,shortwave_radiation
Charlotte,2010,15.77,2.45,0.08,9.45,16.91
Charlotte,2011,16.5,2.58,0.02,9.1,16.44
Charlotte,2012,16.86,2.26,0.0,9.15,16.17
Charlotte,2013,15.03,3.48,0.01,8.43,15.31
Charlotte,2014,15.12,2.67,0.09,8.79,16.09
Charlotte,2015,16.5,3.06,0.05,8.51,15.38
Charlotte,2016,16.63,2.83,0.03,9.37,16.71
Charlotte,2017,16.8,2.96,0.07,8.9,15.91
Charlotte,2018,16.1,4.34,0.06,8.44,15.3
Charlotte,2019,16.69,2.94,0.01,8.65,15.92
Charlotte,2020,16.25,3.86,0.01,8.39,15.39
Charlotte,2021,16.37,2.77,0.01,8.83,15.98
Charlotte,2022,16.14,2.96,0.03,8.93,16.5
Charlotte,2023,16.39,2.98,0.0,8.95,16.77
Charlotte,2024,17.85,3.6,0.0,9.54,18.38
Chicago,1980,9.3,2.67,0.29,8.23,14.64
Chicago,1981,9.71,2.54,0.19,8.45,14.84
Chicago,1982,9.25,2.53,0.28,8.36,14.93
Chicago,1983,10.45,2.67,0.2,8.36,14.88
Chicago,1984,9.71,2.52,0.18,8.21,14.68
Chicago,1985,9.42,3.15,0.21,8.37,14.99
Chicago,1986,10.12,2.74,0.16,8.13,14.49
Chicago,1987,11.22,2.79,0.18,8.6,15.12
Chicago,1988,10.03,2.31,0.17,9.16,16.24
Chicago,1989,9.13,2.12,0.16,8.87,15.45
Chicago,1990,10.96,3.64,0.15,8.33,14.69
Chicago,1991,11.11,2.76,0.25,8.55,15.24
Chicago,1992,9.76,2.77,0.11,8.04,14.37
Chicago,1993,9.52,3.12,0.19,7.78,14.04
Chicago,1994,9.82,2.54,0.18,8.89,15.51
Chicago,1995,10.03,2.53,0.11,8.45,14.9
Chicago,1996,8.95,2.67,0.1,8.16,14.67
Chicago,1997,9.59,2.31,0.22,8.31,14.75
Chicago,1998,12.13,2.78,0.15,8.42,14.72
Chicago,1999,11.03,2.41,0.2,9.0,15.5
Chicago,2000,10.33,2.7,0.23,8.6,15.08
Chicago,2001,10.79,2.6,0.07,8.77,15.34
Chicago,2002,10.82,2.33,0.2,8.59,15.18
Chicago,2003,9.57,2.32,0.13,8.81,15.46
Chicago,2004,10.28,2.44,0.15,8.6,14.91
Chicago,2005,10.92,1.86,0.23,8.93,15.6
Chicago,2006,11.15,2.88,0.13,8.5,14.94
Chicago,2007,10.98,2.31,0.22,8.78,15.56
Chicago,2008,9.5,3.1,0.33,8.5,15.11
Chicago,2009,9.42,3.13,0.21,8.25,14.57
Chicago,2010,10.83,2.99,0.19,8.64,15.25
Chicago,2011,10.44,2.99,0.15,8.36,14.89
Chicago,2012,12.55,2.1,0.13,8.99,15.89
Chicago,2013,9.7,2.6,0.24,8.52,14.96
Chicago,2014,8.05,2.8,0.24,8.37,15.17
Chicago,2015,9.83,2.97,0.21,8.43,15.1
Chicago,2016,11.06,2.65,0.17,8.7,15.0
Chicago,2017,10.85,3.55,0.08,8.21,14.53
Chicago,2018,9.67,3.8,0.27,7.76,14.23
Chicago,2019,9.46,3.84,0.27,7.55,13.88
Chicago,2020,10.67,2.98,0.18,8.01,14.33
Chicago,2021,11.23,3.13,0.26,7.97,14.39
Chicago,2022,10.05,3.06,0.2,8.1,14.78
Chicago,2023,10.99,3.41,0.14,8.09,15.01
Chicago,2024,13.38,2.95,0.17,9.55,17.69
City of Baltimore,1980,12.57,2.56,0.1,8.98,15.48
City of Baltimore,1981,12.02,2.47,0.07,8.7,14.91
City of Baltimore,1982,12.23,3.1,0.15,8.39,14.74
City of Baltimore,1983,12.9,3.88,0.11,8.6,15.04
City of Baltimore,1984,12.51,3.37,0.1,8.41,14.18
City of Baltimore,1985,12.92,2.76,0.11,8.73,14.91
City of Baltimore,1986,13.0,2.84,0.09,8.58,14.85
City of Baltimore,1987,12.81,2.75,0.29,8.85,15.02
City of Baltimore,1988,12.47,2.53,0.08,9.1,15.58
City of Baltimore,1989,12.12,4.01,0.14,8.26,14.15
City of Baltimore,1990,13.87,3.07,0.07,8.67,14.76
City of Baltimore,1991,14.08,2.69,0.07,8.85,15.01
City of Baltimore,1992,12.33,3.04,0.03,8.24,14.29
City of Baltimore,1993,12.77,3.41,0.15,8.72,15.08
City of Baltimore,1994,12.76,3.1,0.17,8.83,15.2
City of Baltimore,1995,12.76,3.06,0.1,8.82,15.13
City of Baltimore,1996,11.76,4.3,0.22,8.19,14.3
City of Baltimore,1997,12.57,2.7,0.09,8.82,15.18
City of Baltimore,1998,14.14,2.99,0.04,8.6,14.65
City of Baltimore,1999,13.36,3.0,0.07,8.91,15.42
City of Baltimore,2000,12.25,2.73,0.14,8.65,14.64
City of Baltimore,2001,13.04,2.56,0.06,9.26,15.59
City of Baltimore,2002,13.61,2.85,0.11,8.76,15.27
City of Baltimore,2003,11.9,4.02,0.28,7.91,13.67
City of Baltimore,2004,12.67,3.33,0.07,8.5,14.49
City of Baltimore,2005,12.92,2.99,0.17,8.72,14.83
City of Baltimore,2006,13.76,3.22,0.05,8.99,15.35
City of Baltimore,2007,13.52,2.64,0.1,8.97,15.52
City of Baltimore,2008,13.05,3.12,0.04,8.9,15.16
City of Baltimore,2009,12.46,3.84,0.18,8.21,14.1
City of Baltimore,2010,13.45,2.94,0.22,8.81,15.27
City of Baltimore,2011,13.67,3.74,0.12,8.7,14.71
City of Baltimore,2012,14.39,2.57,0.05,8.96,15.15
City of Baltimore,2013,12.77,3.13,0.1,8.58,14.83
City of Baltimore,2014,11.9,3.05,0.24,8.6,14.86
City of Baltimore,2015,13.19,3.02,0.16,8.55,14.7
City of Baltimore,2016,13.55,3.13,0.15,8.68,14.71
City of Baltimore,2017,14.0,3.42,0.08,8.29,14.33
City of Baltimore,2018,13.27,6.31,0.16,7.4,13.45
City of Baltimore,2019,13.75,3.95,0.14,8.34,14.72
City of Baltimore,2020,13.99,5.27,0.04,7.98,14.03
City of Baltimore,2021,14.0,4.15,0.15,8.45,14.81
City of Baltimore,2022,13.28,4.81,0.09,8.46,15.12
City of Baltimore,2023,14.33,3.56,0.01,8.64,15.38
City of Baltimore,2024,15.87,3.67,0.07,8.9,16.74
City of London,1980,9.56,1.64,0.01,6.6,9.92
City of London,1981,9.53,1.83,0.11,6.18,9.57
City of London,1982,10.29,1.95,0.04,6.95,10.46
City of London,1983,10.34,1.61,0.03,7.06,10.67
City of London,1984,10.02,1.64,0.02,6.69,10.27
City of London,1985,9.27,1.72,0.05,6.73,10.19
City of London,1986,9.18,1.82,0.06,6.88,10.39
City of London,1987,9.5,1.98,0.04,6.55,10.01
City of London,1988,10.2,1.59,0.01,6.68,9.95
City of London,1989,11.19,1.45,0.01,7.38,11.3
City of London,1990,11.24,1.2,0.01,7.68,11.46
City of London,1991,9.87,1.54,0.04,6.72,10.26
City of London,1992,10.26,1.85,0.0,6.66,10.29
City of London,1993,10.02,1.73,0.01,6.68,10.31
City of London,1994,10.83,1.7,0.02,6.95,10.76
City of London,1995,10.85,1.48,0.04,7.39,11.28
City of London,1996,9.5,1.36,0.03,6.96,10.72
City of London,1997,10.85,1.44,0.02,7.06,10.95
City of London,1998,10.61,1.95,0.01,6.76,10.16
City of London,1999,10.92,1.66,0.01,7.13,10.72
City of London,2000,10.59,2.28,0.01,6.75,10.17
City of London,2001,10.24,2.07,0.03,7.08,10.52
City of London,2002,11.05,1.94,0.0,6.79,10.25
City of London,2003,10.93,1.51,0.01,7.68,11.48
City of London,2004,10.78,1.66,0.01,7.01,10.34
City of London,2005,10.78,1.38,0.02,7.01,10.59
City of London,2006,11.27,1.72,0.01,7.15,10.8
City of London,2007,10.93,1.76,0.01,7.14,10.42
City of London,2008,10.37,1.8,0.02,7.0,10.41
City of London,2009,10.48,1.64,0.05,7.09,10.54
City of London,2010,9.32,1.55,0.08,6.9,10.43
City of London,2011,11.23,1.31,0.01,6.9,10.64
City of London,2012,10.1,2.32,0.03,6.79,10.23
City of London,2013,9.9,1.77,0.08,6.75,10.5
City of London,2014,11.46,2.16,0.0,7.52,10.76
City of London,2015,10.93,1.72,0.01,6.79,10.42
City of London,2016,10.83,1.57,0.0,7.06,10.53
City of London,2017,11.14,1.81,0.04,6.79,10.11
City of London,2018,11.42,1.69,0.04,7.22,10.99
City of London,2019,11.05,2.27,0.03,7.43,10.88
City of London,2020,11.61,2.09,0.0,7.46,11.2
City of London,2021,10.73,2.15,0.03,7.05,10.54
City of London,2022,11.91,1.82,0.0,7.91,11.72
City of London,2023,11.62,2.14,0.02,7.22,11.13
City of London,2024,12.47,2.64,0.0,7.6,12.23
Cologne,1980,9.03,2.77,0.11,6.67,9.75
Cologne,1981,9.3,3.17,0.21,6.26,9.4
Cologne,1982,10.18,2.28,0.05,7.36,10.49
Cologne,1983,10.17,2.43,0.09,6.93,10.19
Cologne,1984,9.27,2.85,0.13,6.25,9.62
Cologne,1985,8.49,2.53,0.18,6.96,10.11
Cologne,1986,9.14,2.73,0.13,7.13,10.39
Cologne,1987,8.7,2.83,0.14,6.61,9.8
Cologne,1988,10.48,2.71,0.1,6.69,9.83
Cologne,1989,10.93,2.24,0.0,7.27,10.64
Cologne,1990,10.85,2.28,0.06,7.5,10.86
Cologne,1991,9.7,2.02,0.05,7.42,10.67
Cologne,1992,10.47,2.42,0.03,7.22,10.49
Cologne,1993,9.78,2.86,0.06,7.06,10.37
Cologne,1994,10.94,2.78,0.04,7.21,10.51
Cologne,1995,10.55,2.31,0.1,7.39,10.78
Cologne,1996,8.53,2.13,0.09,6.97,10.24
Cologne,1997,10.05,2.25,0.03,7.42,10.74
Cologne,1998,10.04,3.32,0.07,6.56,9.52
Cologne,1999,10.82,2.75,0.13,7.61,10.8
Cologne,2000,10.87,2.7,0.04,6.91,10.12
Cologne,2001,10.3,2.95,0.14,7.12,10.36
Cologne,2002,10.84,2.91,0.02,6.96,10.16
Cologne,2003,10.83,2.04,0.04,8.33,11.97
Cologne,2004,10.13,2.53,0.13,7.37,10.62
Cologne,2005,10.54,2.41,0.13,7.58,10.89
Cologne,2006,10.97,2.47,0.07,7.81,11.12
Cologne,2007,11.0,2.98,0.03,7.27,10.42
Cologne,2008,10.39,2.54,0.08,7.33,10.52
Cologne,2009,10.41,2.55,0.08,7.32,10.63
Cologne,2010,9.13,2.45,0.28,6.91,10.58
Cologne,2011,11.08,2.33,0.04,7.84,11.02
Cologne,2012,10.37,2.72,0.06,7.35,10.68
Cologne,2013,9.93,2.4,0.09,6.79,10.33
Cologne,2014,11.57,2.45,0.03,7.51,10.74
Cologne,2015,10.97,2.48,0.06,7.57,10.87
Cologne,2016,10.8,2.42,0.04,7.46,10.74
Cologne,2017,11.23,2.46,0.08,7.06,10.29
Cologne,2018,12.09,1.81,0.05,7.9,11.87
Cologne,2019,11.6,2.46,0.03,7.45,11.17
Cologne,2020,12.19,1.9,0.02,7.72,11.45
Cologne,2021,10.66,2.78,0.09,7.13,10.83
Cologne,2022,12.17,2.34,0.03,7.89,12.25
Cologne,2023,12.09,3.27,0.07,7.3,11.46
Cologne,2024,13.18,3.33,0.06,7.81,12.7
Copenhagen,1980,7.15,2.0,0.18,6.51,9.45
Copenhagen,1981,7.4,2.04,0.26,6.95,9.58
Copenhagen,1982,8.22,1.62,0.14,7.4,10.24
Copenhagen,1983,8.67,1.84,0.14,6.72,9.57
Copenhagen,1984,8.21,1.73,0.15,6.66,9.55
Copenhagen,1985,6.56,1.92,0.23,6.77,9.58
Copenhagen,1986,7.21,1.78,0.17,6.84,9.76
Copenhagen,1987,6.46,1.84,0.12,6.56,9.25
Copenhagen,1988,8.49,1.87,0.13,6.92,9.71
Copenhagen,1989,9.34,1.47,0.04,7.57,10.42
Copenhagen,1990,9.46,1.77,0.04,7.54,10.26
Copenhagen,1991,8.16,1.79,0.05,7.04,9.64
Copenhagen,1992,8.92,1.59,0.03,7.31,10.4
Copenhagen,1993,7.74,1.82,0.12,6.86,9.76
Copenhagen,1994,8.85,1.97,0.16,7.4,10.47
Copenhagen,1995,8.38,1.66,0.21,7.48,10.44
Copenhagen,1996,6.86,1.36,0.11,6.85,9.89
Copenhagen,1997,8.41,1.54,0.06,7.49,10.47
Copenhagen,1998,8.22,2.05,0.1,6.46,9.14
Copenhagen,1999,8.86,2.11,0.11,7.2,9.92
Copenhagen,2000,9.29,1.94,0.08,6.95,9.67
Copenhagen,2001,8.43,1.83,0.16,7.04,9.91
Copenhagen,2002,9.04,2.1,0.09,7.29,10.2
Copenhagen,2003,8.56,1.62,0.08,7.69,10.72
Copenhagen,2004,8.45,2.06,0.14,7.28,10.0
Copenhagen,2005,8.65,1.54,0.16,7.73,10.55
Copenhagen,2006,9.36,1.93,0.14,7.33,10.44
Copenhagen,2007,9.5,2.35,0.1,7.06,9.81
Copenhagen,2008,9.48,1.75,0.07,7.65,10.58
Copenhagen,2009,8.78,1.76,0.11,7.51,10.55
Copenhagen,2010,7.02,1.96,0.25,6.97,9.81
Copenhagen,2011,9.03,2.01,0.07,7.21,9.98
Copenhagen,2012,8.41,1.81,0.12,7.24,9.93
Copenhagen,2013,8.53,1.56,0.09,7.42,10.4
Copenhagen,2014,10.1,1.97,0.09,7.21,10.22
Copenhagen,2015,9.36,2.04,0.1,7.1,10.09
Copenhagen,2016,9.22,1.58,0.08,7.51,10.14
Copenhagen,2017,9.2,2.3,0.07,6.53,9.57
Copenhagen,2018,10.07,1.3,0.12,7.53,11.34
Copenhagen,2019,10.08,2.0,0.03,7.42,10.78
Copenhagen,2020,10.41,1.73,0.01,7.47,10.88
Copenhagen,2021,9.3,1.86,0.13,7.44,10.77
Copenhagen,2022,9.84,1.53,0.06,7.68,11.39
Copenhagen,2023,9.72,2.28,0.06,7.53,11.43
Copenhagen,2024,10.85,2.05,0.1,8.28,12.95
Dallas,1980,15.86,3.61,0.02,8.63,16.09
Dallas,1981,15.42,3.18,0.01,8.85,16.21
Dallas,1982,15.9,3.8,0.04,8.14,14.96
Dallas,1983,15.19,3.88,0.03,8.38,15.66
Dallas,1984,15.83,3.07,0.0,8.84,15.92
Dallas,1985,15.73,3.3,0.01,8.34,15.33
Dallas,1986,16.92,2.65,0.0,8.75,15.92
Dallas,1987,16.26,2.77,0.08,8.83,16.22
Dallas,1988,15.71,2.87,0.01,8.93,16.35
Dallas,1989,15.53,4.39,0.01,8.17,15.0
Dallas,1990,17.39,3.03,0.0,9.06,16.39
Dallas,1991,16.39,3.7,0.02,7.83,14.69
Dallas,1992,15.4,3.93,0.02,8.06,15.1
Dallas,1993,16.06,3.02,0.07,8.59,16.0
Dallas,1994,15.75,4.2,0.0,8.0,14.99
Dallas,1995,16.12,3.44,0.01,8.66,15.82
Dallas,1996,15.44,3.48,0.01,8.53,15.77
Dallas,1997,15.52,3.75,0.02,8.26,15.5
Dallas,1998,17.16,3.33,0.05,8.53,15.85
Dallas,1999,16.59,2.48,0.0,8.93,16.24
Dallas,2000,16.03,2.28,0.03,8.95,16.43
Dallas,2001,16.02,3.3,0.0,8.88,16.19
Dallas,2002,16.2,3.27,0.03,8.37,15.44
Dallas,2003,15.58,3.71,0.0,8.27,15.17
Dallas,2004,16.09,3.56,0.0,8.5,15.4
Dallas,2005,16.07,3.65,0.0,8.57,15.65
Dallas,2006,16.83,2.55,0.0,9.26,16.57
Dallas,2007,17.12,2.26,0.0,9.33,16.77
Dallas,2008,16.2,2.76,0.01,8.93,16.35
Dallas,2009,15.79,4.46,0.0,8.11,14.92
Dallas,2010,15.99,2.87,0.04,9.31,16.87
Dallas,2011,16.93,2.84,0.03,9.06,16.75
Dallas,2012,17.41,3.05,0.0,8.98,16.23
Dallas,2013,15.43,3.83,0.0,8.1,15.13
Dallas,2014,15.42,3.08,0.06,8.91,16.26
Dallas,2015,16.64,4.23,0.04,8.13,15.13
Dallas,2016,17.59,2.31,0.01,9.42,16.84
Dallas,2017,16.73,4.38,0.06,8.72,15.57
Dallas,2018,15.99,5.11,0.01,8.15,15.0
Dallas,2019,17.04,4.34,0.0,8.7,15.97
Dallas,2020,16.45,4.8,0.01,8.54,15.37
Dallas,2021,16.24,5.22,0.01,8.56,15.6
Dallas,2022,16.09,4.13,0.03,8.91,16.67
Dallas,2023,16.86,3.48,0.0,8.86,16.79
Dallas,2024,18.28,4.04,0.0,9.46,18.57
Denver,1980,14.78,2.77,0.11,8.93,16.1
Denver,1981,14.62,2.51,0.06,9.13,16.3
Denver,1982,14.82,3.16,0.07,8.26,14.88
Denver,1983,14.68,3.47,0.06,8.57,15.67
Denver,1984,14.89,2.93,0.02,8.89,15.66
Denver,1985,15.25,3.67,0.04,8.66,15.67
Denver,1986,15.98,2.58,0.01,8.75,15.58
Denver,1987,15.28,3.0,0.14,8.89,15.79
Denver,1988,14.82,2.52,0.05,9.13,16.24
Denver,1989,14.71,4.26,0.07,8.26,15.09
Denver,1990,16.45,3.27,0.0,8.94,15.94
Denver,1991,15.9,2.83,0.01,8.39,14.95
Denver,1992,14.82,3.82,0.0,8.4,15.03
Denver,1993,15.33,2.84,0.05,8.9,15.94
Denver,1994,15.16,3.08,0.01,8.66,15.57
Denver,1995,15.01,3.61,0.01,8.8,15.63
Denver,1996,14.51,3.24,0.09,8.69,15.73
Denver,1997,14.82,2.85,0.05,8.7,15.83
Denver,1998,16.39,2.9,0.0,8.82,15.79
Denver,1999,15.57,2.58,0.02,8.9,15.98
Denver,2000,14.94,2.29,0.06,9.0,16.09
Denver,2001,15.65,2.18,0.01,9.22,16.29
Denver,2002,15.7,2.97,0.04,8.64,15.53
Denver,2003,14.46,3.74,0.06,8.35,14.97
Denver,2004,15.19,2.47,0.09,8.6,15.22
Denver,2005,15.38,2.97,0.05,8.83,15.78
Denver,2006,15.78,2.81,0.0,9.26,16.36
Denver,2007,16.69,2.3,0.01,9.51,16.95
Denver,2008,15.66,2.39,0.02,8.99,16.21
Denver,2009,15.21,3.21,0.09,8.5,15.32
Denver,2010,15.43,2.59,0.11,9.42,16.79
Denver,2011,16.21,2.62,0.02,9.07,16.31
Denver,2012,16.51,2.28,0.0,9.14,16.08
Denver,2013,14.78,3.36,0.02,8.44,15.18
Denver,2014,14.84,2.59,0.11,8.76,15.94
Denver,2015,16.14,3.13,0.06,8.51,15.3
Denver,2016,16.47,2.57,0.04,9.38,16.6
Denver,2017,16.22,2.94,0.07,8.75,15.53
Denver,2018,15.6,4.29,0.08,8.47,15.05
Denver,2019,16.38,2.89,0.01,8.62,15.72
Denver,2020,15.91,4.31,0.01,8.47,15.22
Denver,2021,16.0,2.46,0.02,8.9,15.82
Denver,2022,15.76,3.08,0.04,8.96,16.32
Denver,2023,16.14,2.94,0.0,8.99,16.56
Denver,2024,17.54,3.43,0.0,9.5,18.14
Doha,1980,26.98,0.06,0.0,11.01,22.05
Doha,1981,27.07,0.07,0.0,11.02,22.13
Doha,1982,25.91,0.48,0.0,10.73,21.2
Doha,1983,25.84,0.16,0.0,10.85,21.59
Doha,1984,26.56,0.07,0.0,10.9,21.87
Doha,1985,26.76,0.05,0.0,10.9,21.86
Doha,1986,26.71,0.14,0.0,10.97,21.81
Doha,1987,27.06,0.16,0.0,10.98,22.04
Doha,1988,27.18,0.19,0.0,10.94,21.83
Doha,1989,26.48,0.16,0.0,10.94,21.93
Doha,1990,27.07,0.13,0.0,11.03,22.14
Doha,1991,26.41,0.13,0.0,10.92,21.76
Doha,1992,25.7,0.47,0.0,10.7,21.24
Doha,1993,26.57,0.16,0.0,10.9,21.77
Doha,1994,27.07,0.03,0.0,10.99,21.75
Doha,1995,26.52,0.48,0.0,10.76,21.47
Doha,1996,27.1,0.22,0.0,10.8,21.45
Doha,1997,26.62,0.42,0.0,10.83,21.41
Doha,1998,28.03,0.15,0.0,10.93,21.68
Doha,1999,28.06,0.08,0.0,11.04,22.02
Doha,2000,27.39,0.13,0.0,10.98,22.04
Doha,2001,27.59,0.01,0.0,11.04,22.18
Doha,2002,27.61,0.12,0.0,10.96,21.9
Doha,2003,27.52,0.1,0.0,10.9,21.65
Doha,2004,27.56,0.11,0.0,10.93,21.76
Doha,2005,27.24,0.11,0.0,10.85,21.68
Doha,2006,27.51,0.29,0.0,10.82,21.37
Doha,2007,27.62,0.05,0.0,11.02,21.89
Doha,2008,27.25,0.09,0.0,10.91,21.95
Doha,2009,27.43,0.15,0.0,10.97,21.88
Doha,2010,28.07,0.07,0.0,10.96,21.83
Doha,2011,27.33,0.13,0.0,10.94,21.76
Doha,2012,27.37,0.08,0.0,10.94,21.78
Doha,2013,27.01,0.17,0.0,10.91,21.79
Doha,2014,27.44,0.12,0.0,10.97,21.85
Doha,2015,27.86,0.15,0.0,10.91,21.7
Doha,2016,27.42,0.17,0.0,10.88,21.71
Doha,2017,27.83,0.2,0.0,10.7,21.27
Doha,2018,28.23,0.17,0.0,10.37,20.63
Doha,2019,28.0,0.22,0.0,10.31,20.38
Doha,2020,27.64,0.22,0.0,10.37,20.54
Doha,2021,28.23,0.02,0.0,10.63,21.16
Doha,2022,27.93,0.15,0.0,10.43,20.89
Doha,2023,28.2,0.44,0.0,10.2,20.4
Doha,2024,29.4,0.36,0.0,10.56,21.79
Dubai,1980,27.2,0.09,0.0,10.92,21.89
Dubai,1981,27.19,0.08,0.0,10.96,22.2
Dubai,1982,26.22,0.56,0.0,10.56,21.06
Dubai,1983,26.17,0.37,0.0,10.73,21.45
Dubai,1984,26.99,0.1,0.0,10.92,22.04
Dubai,1985,27.52,0.03,0.0,10.94,21.91
Dubai,1986,27.3,0.19,0.0,10.92,21.67
Dubai,1987,27.43,0.25,0.0,10.9,21.99
Dubai,1988,27.46,0.37,0.0,10.84,21.8
Dubai,1989,26.95,0.3,0.0,10.86,21.77
Dubai,1990,27.41,0.34,0.0,10.89,21.93
Dubai,1991,26.7,0.1,0.0,10.87,21.67
Dubai,1992,26.14,0.55,0.0,10.64,21.23
Dubai,1993,27.11,0.3,0.0,10.76,21.65
Dubai,1994,27.3,0.05,0.0,10.89,21.78
Dubai,1995,26.9,0.5,0.0,10.7,21.42
Dubai,1996,27.25,0.48,0.0,10.74,21.42
Dubai,1997,26.82,0.8,0.0,10.77,21.32
Dubai,1998,28.31,0.29,0.0,10.84,21.6
Dubai,1999,28.26,0.16,0.0,10.96,22.1
Dubai,2000,27.74,0.05,0.0,11.0,22.22
Dubai,2001,27.87,0.03,0.0,10.98,22.16
Dubai,2002,28.04,0.05,0.0,10.95,21.99
Dubai,2003,27.99,0.07,0.0,10.86,21.75
Dubai,2004,27.8,0.1,0.0,10.92,21.9
Dubai,2005,27.71,0.2,0.0,10.84,21.7
Dubai,2006,27.8,0.28,0.0,10.81,21.6
Dubai,2007,27.96,0.08,0.0,10.94,21.84
Dubai,2008,27.37,0.15,0.0,10.9,21.92
Dubai,2009,27.64,0.27,0.0,10.89,21.88
Dubai,2010,28.39,0.24,0.0,10.96,22.01
Dubai,2011,28.04,0.06,0.0,10.86,21.71
Dubai,2012,28.01,0.06,0.0,10.95,21.88
Dubai,2013,27.59,0.15,0.0,10.8,21.62
Dubai,2014,27.68,0.1,0.0,10.95,21.83
Dubai,2015,28.31,0.11,0.0,10.92,21.87
Dubai,2016,28.03,0.2,0.0,10.83,21.62
Dubai,2017,27.9,0.2,0.0,10.49,21.05
Dubai,2018,27.87,0.1,0.0,10.56,21.01
Dubai,2019,27.58,0.23,0.0,10.38,20.49
Dubai,2020,27.65,0.42,0.0,10.49,20.78
Dubai,2021,28.17,0.02,0.0,10.67,21.23
Dubai,2022,27.95,0.28,0.0,10.49,20.86
Dubai,2023,28.14,0.17,0.0,10.48,20.73
Dubai,2024,28.93,0.73,0.0,10.51,21.54
Dublin,1980,9.77,2.38,0.02,7.15,9.87
Dublin,1981,9.78,2.4,0.05,6.74,9.66
Dublin,1982,10.04,2.16,0.05,7.16,10.27
Dublin,1983,10.23,2.02,0.02,6.99,10.17
Dublin,1984,10.1,1.93,0.02,7.77,10.71
Dublin,1985,9.44,2.18,0.07,6.9,9.64
Dublin,1986,9.09,2.35,0.04,7.07,10.03
Dublin,1987,9.71,1.98,0.03,6.92,9.76
Dublin,1988,10.1,2.08,0.01,7.54,10.33
Dublin,1989,10.72,1.79,0.0,7.31,10.62
Dublin,1990,10.63,1.82,0.01,7.58,10.43
Dublin,1991,10.05,1.7,0.03,7.15,10.04
Dublin,1992,10.05,1.82,0.0,7.06,10.13
Dublin,1993,9.82,2.36,0.01,6.5,9.6
Dublin,1994,10.17,2.13,0.03,6.76,9.69
Dublin,1995,10.66,1.96,0.05,7.3,10.7
Dublin,1996,9.75,2.24,0.06,7.07,10.11
Dublin,1997,10.76,1.94,0.01,7.05,9.97
Dublin,1998,10.62,2.45,0.0,7.11,9.92
Dublin,1999,10.5,2.03,0.0,7.38,10.12
Dublin,2000,10.11,2.32,0.0,7.45,10.37
Dublin,2001,10.0,1.85,0.04,7.5,10.29
Dublin,2002,10.62,2.55,0.0,7.06,9.81
Dublin,2003,10.65,1.77,0.0,7.79,10.62
Dublin,2004,10.54,1.95,0.01,7.57,10.33
Dublin,2005,10.61,1.82,0.01,7.27,9.97
Dublin,2006,10.79,2.04,0.0,7.37,10.38
Dublin,2007,10.77,2.03,0.01,7.42,10.23
Dublin,2008,10.07,2.43,0.0,7.32,10.14
Dublin,2009,10.06,2.54,0.02,7.38,10.25
Dublin,2010,9.19,2.08,0.09,7.81,10.52
Dublin,2011,10.5,1.86,0.0,7.25,10.15
Dublin,2012,9.98,2.42,0.0,7.18,9.9
Dublin,2013,10.02,2.03,0.04,7.5,10.51
Dublin,2014,10.69,2.4,0.0,7.54,10.25
Dublin,2015,10.12,2.2,0.0,7.49,10.45
Dublin,2016,10.39,2.05,0.01,7.51,10.28
Dublin,2017,10.74,2.48,0.05,6.3,9.36
Dublin,2018,10.66,2.62,0.13,6.69,10.03
Dublin,2019,10.56,2.77,0.03,6.67,9.69
Dublin,2020,10.61,2.75,0.02,6.95,10.05
Dublin,2021,10.75,2.56,0.04,7.2,10.38
Dublin,2022,11.12,2.55,0.02,7.24,10.58
Dublin,2023,11.41,3.19,0.06,6.65,10.26
Dublin,2024,11.52,2.7,0.04,6.92,11.24
Dusseldorf,1980,9.23,2.51,0.09,6.76,9.74
Dusseldorf,1981,9.43,2.95,0.17,6.36,9.36
Dusseldorf,1982,10.35,2.15,0.03,7.35,10.4
Dusseldorf,1983,10.34,2.3,0.07,7.05,10.13
Dusseldorf,1984,9.48,2.72,0.11,6.4,9.59
Dusseldorf,1985,8.58,2.45,0.16,6.95,9.96
Dusseldorf,1986,9.31,2.62,0.11,7.31,10.34
Dusseldorf,1987,8.81,2.7,0.11,6.68,9.75
Dusseldorf,1988,10.61,2.6,0.07,6.78,9.75
Dusseldorf,1989,11.1,2.15,0.0,7.36,10.61
Dusseldorf,1990,11.0,2.23,0.05,7.54,10.78
Dusseldorf,1991,9.88,1.87,0.04,7.48,10.57
Dusseldorf,1992,10.6,2.32,0.02,7.25,10.4
Dusseldorf,1993,9.91,2.68,0.05,7.06,10.23
Dusseldorf,1994,11.06,2.64,0.04,7.2,10.4
Dusseldorf,1995,10.7,2.19,0.07,7.55,10.8
Dusseldorf,1996,8.64,2.11,0.07,7.09,10.19
Dusseldorf,1997,10.14,2.2,0.02,7.47,10.64
Dusseldorf,1998,10.18,3.1,0.03,6.63,9.43
Dusseldorf,1999,10.95,2.52,0.09,7.71,10.73
Dusseldorf,2000,11.0,2.81,0.03,7.01,10.06
Dusseldorf,2001,10.45,2.73,0.11,7.16,10.29
Dusseldorf,2002,10.97,2.75,0.01,7.02,10.1
Dusseldorf,2003,10.89,1.99,0.03,8.35,11.84
Dusseldorf,2004,10.27,2.6,0.11,7.47,10.48
Dusseldorf,2005,10.72,2.32,0.11,7.64,10.84
Dusseldorf,2006,11.13,2.36,0.05,7.89,11.03
