city_name,year_month,temperature,weather_code,precipitation,daylight
Gothenburg,2013-07,17.89,Cloudy,1.74,17.29
Gothenburg,2013-08,16.74,Cloudy,2.78,15.22
Gothenburg,2013-09,12.82,Cloudy,1.8,12.77
Gothenburg,2013-10,9.63,Drizzle,3.57,10.28
Gothenburg,2013-11,5.25,Drizzle,2.31,7.98
Gothenburg,2013-12,4.72,Drizzle,4.21,6.68
Gothenburg,2014-01,-0.29,Snow fall,3.0,7.39
Gothenburg,2014-02,3.18,Drizzle,3.24,9.44
Gothenburg,2014-03,5.31,Drizzle,1.21,11.86
Gothenburg,2014-04,8.56,Cloudy,1.37,14.38
Gothenburg,2014-05,12.23,Cloudy,2.85,16.66
Gothenburg,2014-06,15.65,Drizzle,2.77,17.96
Gothenburg,2014-07,19.77,Clear sky,2.96,17.31
Gothenburg,2014-08,15.93,Moderate Rain,7.38,15.23
Gothenburg,2014-09,13.9,Cloudy,1.18,12.79
Gothenburg,2014-10,10.94,Drizzle,4.91,10.3
Gothenburg,2014-11,6.55,Drizzle,2.15,7.99
Gothenburg,2014-12,2.34,Drizzle,2.9,6.68
Gothenburg,2015-01,2.11,Snow fall,3.77,7.38
Gothenburg,2015-02,1.37,Cloudy,1.27,9.42
Gothenburg,2015-03,4.11,Cloudy,1.91,11.84
Gothenburg,2015-04,6.82,Cloudy,1.4,14.36
Gothenburg,2015-05,9.7,Moderate Rain,4.68,16.65
Gothenburg,2015-06,13.33,Cloudy,3.4,17.95
Gothenburg,2015-07,15.99,Drizzle,4.01,17.32
Gothenburg,2015-08,17.49,Cloudy,2.46,15.25
Gothenburg,2015-09,13.24,Moderate Rain,4.45,12.81
Gothenburg,2015-10,8.73,Cloudy,0.18,10.32
Gothenburg,2015-11,6.69,Drizzle,4.02,8.01
Gothenburg,2015-12,5.46,Drizzle,3.38,6.68
Gothenburg,2016-01,-2.36,Cloudy,1.86,7.36
Gothenburg,2016-02,1.06,Snow fall,2.18,9.44
Gothenburg,2016-03,3.04,Cloudy,1.87,11.9
Gothenburg,2016-04,6.47,Drizzle,2.98,14.42
Gothenburg,2016-05,13.27,Cloudy,1.01,16.7
Gothenburg,2016-06,16.8,Moderate Rain,3.52,17.96
Gothenburg,2016-07,16.75,Drizzle,4.9,17.28
Gothenburg,2016-08,15.84,Drizzle,3.63,15.2
Gothenburg,2016-09,15.75,Cloudy,1.99,12.75
Gothenburg,2016-10,7.88,Drizzle,1.29,10.26
Gothenburg,2016-11,3.22,Cloudy,2.33,7.96
Gothenburg,2016-12,3.81,Cloudy,1.01,6.67
Gothenburg,2017-01,0.89,Cloudy,1.34,7.4
Gothenburg,2017-02,0.92,Drizzle,1.88,9.46
Gothenburg,2017-03,3.47,Drizzle,2.22,11.88
Gothenburg,2017-04,5.63,Drizzle,1.95,14.4
Gothenburg,2017-05,11.73,Drizzle,1.38,16.68
Gothenburg,2017-06,14.96,Drizzle,3.61,17.96
Gothenburg,2017-07,16.04,Drizzle,2.01,17.29
Gothenburg,2017-08,15.76,Drizzle,4.23,15.21
Gothenburg,2017-09,13.05,Drizzle,3.53,12.77
Gothenburg,2017-10,9.7,Drizzle,4.37,10.28
Gothenburg,2017-11,4.64,Drizzle,2.82,7.97
Gothenburg,2017-12,2.85,Drizzle,3.83,6.68
Gothenburg,2018-01,1.25,Snow fall,4.23,7.39
Gothenburg,2018-02,-2.36,Snow fall,1.79,9.44
Gothenburg,2018-03,-1.17,Cloudy,0.86,11.86
Gothenburg,2018-04,7.44,Cloudy,1.87,14.38
Gothenburg,2018-05,15.9,Clear sky,0.94,16.66
Gothenburg,2018-06,16.97,Clear sky,2.14,17.96
Gothenburg,2018-07,20.0,Clear sky,0.65,17.31
Gothenburg,2018-08,17.11,Drizzle,3.59,15.23
Gothenburg,2018-09,13.84,Drizzle,3.92,12.79
Gothenburg,2018-10,9.66,Drizzle,2.61,10.3
Gothenburg,2018-11,5.31,Cloudy,1.67,7.99
Gothenburg,2018-12,2.3,Drizzle,1.91,6.68
Gothenburg,2019-01,0.21,Cloudy,1.25,7.38
Gothenburg,2019-02,3.18,Cloudy,3.23,9.42
Gothenburg,2019-03,4.18,Drizzle,4.63,11.84
Gothenburg,2019-04,8.54,Clear sky,0.89,14.36
Gothenburg,2019-05,10.21,Drizzle,3.25,16.65
Gothenburg,2019-06,16.42,Cloudy,3.09,17.95
Gothenburg,2019-07,17.19,Drizzle,1.68,17.32
Gothenburg,2019-08,17.14,Moderate Rain,4.7,15.25
Gothenburg,2019-09,13.11,Moderate Rain,5.71,12.81
Gothenburg,2019-10,8.46,Drizzle,3.77,10.32
Gothenburg,2019-11,4.49,Drizzle,3.08,8.01
Gothenburg,2019-12,3.89,Drizzle,3.45,6.68
Gothenburg,2020-01,5.0,Drizzle,3.43,7.37
Gothenburg,2020-02,3.68,Drizzle,5.18,9.44
Gothenburg,2020-03,3.56,Drizzle,2.27,11.9
Gothenburg,2020-04,7.16,Cloudy,1.13,14.42
Gothenburg,2020-05,9.73,Drizzle,1.61,16.7
Gothenburg,2020-06,17.6,Drizzle,3.06,17.96
Gothenburg,2020-07,15.11,Drizzle,5.11,17.28
Gothenburg,2020-08,17.66,Drizzle,1.73,15.19
Gothenburg,2020-09,14.2,Drizzle,2.74,12.74
Gothenburg,2020-10,9.91,Drizzle,4.24,10.25
Gothenburg,2020-11,7.65,Drizzle,3.54,7.96
Gothenburg,2020-12,3.7,Drizzle,3.05,6.67
Gothenburg,2021-01,-0.74,Cloudy,2.37,7.4
Gothenburg,2021-02,-2.27,Cloudy,1.03,9.46
Gothenburg,2021-03,3.35,Drizzle,1.89,11.88
Gothenburg,2021-04,5.39,Cloudy,0.98,14.4
Gothenburg,2021-05,10.17,Drizzle,4.03,16.68
Gothenburg,2021-06,16.35,Cloudy,0.68,17.96
Gothenburg,2021-07,19.32,Drizzle,3.27,17.29
Gothenburg,2021-08,15.65,Drizzle,2.95,15.21
Gothenburg,2021-09,13.69,Cloudy,4.35,12.76
Gothenburg,2021-10,10.43,Drizzle,5.37,10.27
Gothenburg,2021-11,5.57,Drizzle,3.65,7.97
Gothenburg,2021-12,-0.6,Snow fall,1.51,6.67
Gothenburg,2022-01,2.8,Cloudy,2.38,7.39
Gothenburg,2022-02,2.65,Snow fall,5.02,9.44
Gothenburg,2022-03,2.96,Cloudy,0.13,11.86
Gothenburg,2022-04,6.08,Cloudy,1.55,14.38
Gothenburg,2022-05,11.18,Drizzle,2.87,16.67
Gothenburg,2022-06,15.62,Drizzle,2.31,17.96
Gothenburg,2022-07,17.01,Drizzle,2.93,17.3
Gothenburg,2022-08,17.55,Drizzle,2.33,15.23
Gothenburg,2022-09,12.64,Drizzle,2.05,12.78
Gothenburg,2022-10,10.95,Drizzle,4.16,10.29
Gothenburg,2022-11,6.83,Drizzle,1.72,7.99
Gothenburg,2022-12,-0.41,Snow fall,3.41,6.68
Gothenburg,2023-01,2.63,Snow fall,4.78,7.38
Gothenburg,2023-02,2.28,Cloudy,2.44,9.42
Gothenburg,2023-03,1.63,Snow fall,5.06,11.84
Gothenburg,2023-04,6.8,Cloudy,0.85,14.36
Gothenburg,2023-05,11.92,Cloudy,1.09,16.65
Gothenburg,2023-06,17.2,Clear sky,0.99,17.95
Gothenburg,2023-07,15.53,Moderate Rain,6.59,17.32
Gothenburg,2023-08,16.09,Drizzle,6.19,15.25
Gothenburg,2023-09,16.06,Drizzle,2.51,12.8
Gothenburg,2023-10,8.59,Drizzle,4.63,10.31
Gothenburg,2023-11,2.54,Drizzle,1.73,8.0
Gothenburg,2023-12,0.67,Snow fall,3.32,6.68
Gothenburg,2024-01,-1.43,Snow fall,3.5,7.37
Gothenburg,2024-02,2.42,Drizzle,3.82,9.44
Gothenburg,2024-03,4.31,Drizzle,1.94,11.91
Gothenburg,2024-04,6.39,Drizzle,3.82,14.42
Gothenburg,2024-05,15.52,Clear sky,2.58,16.7
Gothenburg,2024-06,14.53,Drizzle,5.44,17.96
Gothenburg,2024-07,16.31,Drizzle,4.63,17.28
Gothenburg,2024-08,16.82,Drizzle,4.48,15.19
Gothenburg,2024-09,14.59,Cloudy,3.99,12.74
Gothenburg,2024-10,10.07,Drizzle,1.33,10.41
Hamburg,1980-01,-3.43,Snow fall,1.51,8.1
Hamburg,1980-02,1.56,Cloudy,1.75,9.81
Hamburg,1980-03,2.87,Cloudy,1.04,11.9
Hamburg,1980-04,6.85,Drizzle,1.84,14.05
Hamburg,1980-05,10.75,Cloudy,0.65,15.94
Hamburg,1980-06,15.58,Moderate Rain,4.35,16.95
Hamburg,1980-07,15.73,Moderate Rain,3.94,16.43
Hamburg,1980-08,16.63,Drizzle,2.9,14.74
Hamburg,1980-09,14.52,Drizzle,2.38,12.67
Hamburg,1980-10,9.05,Drizzle,2.07,10.54
Hamburg,1980-11,4.32,Drizzle,2.05,8.62
Hamburg,1980-12,1.84,Cloudy,1.57,7.57
Hamburg,1981-01,-0.36,Snow fall,2.67,8.14
Hamburg,1981-02,1.13,Cloudy,1.19,9.83
Hamburg,1981-03,6.26,Drizzle,4.01,11.89
Hamburg,1981-04,7.77,Drizzle,0.68,14.03
Hamburg,1981-05,14.26,Moderate Rain,3.0,15.92
Hamburg,1981-06,15.07,Drizzle,2.71,16.95
Hamburg,1981-07,16.39,Drizzle,2.16,16.44
Hamburg,1981-08,16.66,Cloudy,2.03,14.75
Hamburg,1981-09,14.75,Drizzle,2.44,12.68
Hamburg,1981-10,8.48,Drizzle,2.97,10.56
Hamburg,1981-11,5.33,Drizzle,1.94,8.63
Hamburg,1981-12,-3.72,Cloudy,1.01,7.57
Hamburg,1982-01,-3.15,Cloudy,2.2,8.13
Hamburg,1982-02,0.96,Cloudy,0.47,9.81
Hamburg,1982-03,4.59,Drizzle,2.13,11.87
Hamburg,1982-04,6.96,Cloudy,1.76,14.01
Hamburg,1982-05,12.02,Drizzle,2.36,15.91
Hamburg,1982-06,16.4,Moderate Rain,3.06,16.94
Hamburg,1982-07,18.66,Cloudy,0.97,16.45
Hamburg,1982-08,17.84,Drizzle,2.62,14.77
Hamburg,1982-09,15.98,Cloudy,0.55,12.7
Hamburg,1982-10,10.95,Cloudy,2.22,10.57
Hamburg,1982-11,6.57,Drizzle,1.23,8.64
Hamburg,1982-12,2.75,Cloudy,1.88,7.57
Hamburg,1983-01,5.19,Drizzle,2.16,8.12
Hamburg,1983-02,-0.87,Cloudy,1.7,9.8
Hamburg,1983-03,4.87,Cloudy,2.11,11.85
Hamburg,1983-04,8.44,Drizzle,3.45,14.0
Hamburg,1983-05,11.87,Drizzle,4.48,15.9
Hamburg,1983-06,15.56,Drizzle,1.3,16.94
Hamburg,1983-07,19.64,Cloudy,0.32,16.46
Hamburg,1983-08,19.08,Cloudy,0.67,14.78
Hamburg,1983-09,14.54,Cloudy,1.8,12.72
Hamburg,1983-10,10.2,Drizzle,2.35,10.59
Hamburg,1983-11,5.15,Cloudy,1.67,8.66
Hamburg,1983-12,1.72,Drizzle,2.11,7.57
Hamburg,1984-01,1.76,Snow fall,3.54,8.11
Hamburg,1984-02,0.78,Cloudy,1.37,9.82
Hamburg,1984-03,2.28,Cloudy,0.95,11.91
Hamburg,1984-04,7.32,Cloudy,0.83,14.05
Hamburg,1984-05,12.06,Drizzle,2.57,15.94
Hamburg,1984-06,13.85,Drizzle,3.19,16.95
Hamburg,1984-07,15.71,Drizzle,1.87,16.43
Hamburg,1984-08,17.83,Cloudy,1.73,14.74
Hamburg,1984-09,12.84,Drizzle,2.38,12.67
Hamburg,1984-10,11.25,Drizzle,2.65,10.54
Hamburg,1984-11,5.65,Cloudy,2.05,8.61
Hamburg,1984-12,1.95,Cloudy,1.46,7.57
Hamburg,1985-01,-5.31,Snow fall,1.18,8.14
Hamburg,1985-02,-2.12,Cloudy,0.5,9.83
Hamburg,1985-03,2.97,Drizzle,1.92,11.89
Hamburg,1985-04,7.53,Drizzle,2.71,14.03
Hamburg,1985-05,13.14,Drizzle,1.47,15.93
Hamburg,1985-06,13.96,Drizzle,4.25,16.95
Hamburg,1985-07,16.92,Moderate Rain,3.52,16.44
Hamburg,1985-08,16.32,Drizzle,3.12,14.75
Hamburg,1985-09,13.35,Drizzle,1.78,12.68
Hamburg,1985-10,10.53,Cloudy,0.55,10.56
Hamburg,1985-11,1.82,Cloudy,2.23,8.63
Hamburg,1985-12,4.6,Drizzle,2.31,7.57
Hamburg,1986-01,-0.32,Snow fall,2.96,8.13
Hamburg,1986-02,-4.96,Cloudy,0.26,9.81
Hamburg,1986-03,3.09,Cloudy,2.28,11.87
Hamburg,1986-04,5.86,Drizzle,1.52,14.02
Hamburg,1986-05,13.46,Cloudy,2.08,15.91
Hamburg,1986-06,16.08,Clear sky,1.39,16.94
Hamburg,1986-07,17.23,Drizzle,2.55,16.45
Hamburg,1986-08,16.05,Drizzle,1.88,14.77
Hamburg,1986-09,11.34,Cloudy,1.59,12.7
Hamburg,1986-10,10.36,Cloudy,1.73,10.57
Hamburg,1986-11,7.38,Drizzle,2.06,8.64
Hamburg,1986-12,3.18,Cloudy,3.09,7.57
Hamburg,1987-01,-5.49,Snow fall,1.82,8.12
Hamburg,1987-02,0.2,Snow fall,1.08,9.8
Hamburg,1987-03,0.33,Snow fall,1.51,11.86
Hamburg,1987-04,8.79,Cloudy,1.38,14.0
Hamburg,1987-05,10.02,Drizzle,2.75,15.9
Hamburg,1987-06,13.5,Moderate Rain,3.91,16.94
Hamburg,1987-07,16.45,Drizzle,3.2,16.46
Hamburg,1987-08,15.48,Drizzle,2.02,14.78
Hamburg,1987-09,13.77,Drizzle,3.12,12.72
Hamburg,1987-10,10.03,Drizzle,2.4,10.59
Hamburg,1987-11,6.5,Drizzle,1.87,8.65
Hamburg,1987-12,2.89,Cloudy,1.01,7.57
Hamburg,1988-01,4.6,Drizzle,2.62,8.11
Hamburg,1988-02,3.13,Snow fall,2.64,9.82
Hamburg,1988-03,3.4,Snow fall,2.93,11.91
Hamburg,1988-04,7.61,Cloudy,0.88,14.05
Hamburg,1988-05,14.36,Moderate Rain,1.71,15.94
Hamburg,1988-06,15.69,Drizzle,2.68,16.95
Hamburg,1988-07,16.97,Drizzle,3.96,16.43
Hamburg,1988-08,16.39,Drizzle,1.16,14.73
Hamburg,1988-09,13.99,Drizzle,1.69,12.66
Hamburg,1988-10,9.9,Drizzle,1.81,10.54
Hamburg,1988-11,4.38,Cloudy,1.19,8.61
Hamburg,1988-12,4.26,Drizzle,2.05,7.56
Hamburg,1989-01,4.44,Cloudy,0.35,8.14
Hamburg,1989-02,4.77,Cloudy,1.56,9.83
Hamburg,1989-03,6.96,Drizzle,2.31,11.89
Hamburg,1989-04,7.31,Drizzle,2.76,14.04
Hamburg,1989-05,13.31,Cloudy,0.6,15.93
Hamburg,1989-06,16.13,Cloudy,2.31,16.95
Hamburg,1989-07,17.64,Cloudy,3.21,16.44
Hamburg,1989-08,16.7,Drizzle,3.66,14.75
Hamburg,1989-09,15.2,Cloudy,0.99,12.68
Hamburg,1989-10,11.41,Drizzle,1.85,10.55
Hamburg,1989-11,3.81,Cloudy,0.86,8.62
Hamburg,1989-12,2.77,Cloudy,2.25,7.57
Hamburg,1990-01,4.35,Drizzle,1.71,8.13
Hamburg,1990-02,6.58,Snow fall,2.87,9.82
Hamburg,1990-03,7.44,Drizzle,1.91,11.87
Hamburg,1990-04,8.17,Moderate Rain,1.98,14.02
Hamburg,1990-05,13.73,Cloudy,1.85,15.92
Hamburg,1990-06,15.4,Drizzle,3.47,16.94
Hamburg,1990-07,16.42,Cloudy,1.49,16.45
Hamburg,1990-08,18.35,Clear sky,1.83,14.76
Hamburg,1990-09,12.62,Moderate Rain,3.7,12.7
Hamburg,1990-10,11.22,Drizzle,1.34,10.57
Hamburg,1990-11,5.31,Drizzle,2.19,8.64
Hamburg,1990-12,2.31,Cloudy,1.81,7.57
Hamburg,1991-01,2.65,Cloudy,1.66,8.12
Hamburg,1991-02,-1.42,Cloudy,0.79,9.8
Hamburg,1991-03,6.78,Cloudy,0.7,11.86
Hamburg,1991-04,7.46,Drizzle,1.73,14.0
Hamburg,1991-05,9.98,Drizzle,1.27,15.9
Hamburg,1991-06,13.28,Drizzle,6.03,16.94
Hamburg,1991-07,18.81,Drizzle,1.88,16.46
Hamburg,1991-08,17.62,Drizzle,2.0,14.78
Hamburg,1991-09,14.97,Drizzle,1.66,12.71
Hamburg,1991-10,9.46,Cloudy,0.9,10.59
Hamburg,1991-11,4.76,Drizzle,2.17,8.65
Hamburg,1991-12,2.43,Cloudy,1.77,7.57
Hamburg,1992-01,2.08,Cloudy,0.98,8.11
Hamburg,1992-02,4.2,Cloudy,1.13,9.82
Hamburg,1992-03,5.53,Drizzle,2.77,11.91
Hamburg,1992-04,7.87,Drizzle,2.01,14.06
Hamburg,1992-05,14.2,Clear sky,1.49,15.94
Hamburg,1992-06,18.81,Cloudy,0.65,16.95
Hamburg,1992-07,18.75,Drizzle,2.55,16.43
Hamburg,1992-08,18.05,Drizzle,2.99,14.73
Hamburg,1992-09,14.04,Cloudy,1.2,12.66
Hamburg,1992-10,7.09,Cloudy,1.93,10.53
Hamburg,1992-11,5.83,Drizzle,2.87,8.61
Hamburg,1992-12,2.64,Cloudy,1.32,7.57
Hamburg,1993-01,2.79,Drizzle,3.17,8.14
Hamburg,1993-02,1.31,Cloudy,0.82,9.84
Hamburg,1993-03,3.86,Cloudy,0.41,11.89
Hamburg,1993-04,10.19,Drizzle,1.08,14.04
Hamburg,1993-05,14.85,Cloudy,2.44,15.93
Hamburg,1993-06,14.86,Drizzle,2.83,16.95
Hamburg,1993-07,15.71,Drizzle,4.74,16.44
Hamburg,1993-08,14.84,Drizzle,2.54,14.75
Hamburg,1993-09,12.31,Drizzle,3.12,12.68
Hamburg,1993-10,8.05,Cloudy,2.26,10.55
Hamburg,1993-11,1.28,Cloudy,0.79,8.62
Hamburg,1993-12,2.97,Snow fall,4.61,7.57
Hamburg,1994-01,3.82,Drizzle,3.27,8.13
Hamburg,1994-02,-0.88,Cloudy,0.84,9.82
Hamburg,1994-03,5.39,Drizzle,3.75,11.88
Hamburg,1994-04,8.63,Drizzle,2.07,14.02
Hamburg,1994-05,12.56,Drizzle,2.02,15.92
Hamburg,1994-06,14.88,Drizzle,1.98,16.94
Hamburg,1994-07,21.93,Clear sky,0.92,16.45
Hamburg,1994-08,18.03,Drizzle,2.67,14.76
Hamburg,1994-09,13.52,Drizzle,2.41,12.69
Hamburg,1994-10,8.05,Cloudy,1.53,10.57
Hamburg,1994-11,7.61,Cloudy,1.25,8.64
Hamburg,1994-12,4.33,Drizzle,2.68,7.57
Hamburg,1995-01,1.26,Snow fall,3.21,8.12
Hamburg,1995-02,4.93,Drizzle,2.85,9.8
Hamburg,1995-03,3.53,Drizzle,2.58,11.86
Hamburg,1995-04,8.16,Drizzle,1.5,14.0
Hamburg,1995-05,11.69,Moderate Rain,2.18,15.9
Hamburg,1995-06,14.46,Drizzle,1.88,16.94
Hamburg,1995-07,19.87,Drizzle,1.35,16.46
Hamburg,1995-08,19.83,Clear sky,0.85,14.78
Hamburg,1995-09,13.87,Drizzle,2.75,12.71
Hamburg,1995-10,12.46,Cloudy,0.93,10.58
Hamburg,1995-11,4.0,Cloudy,0.86,8.65
Hamburg,1995-12,-2.61,Cloudy,0.89,7.57
Hamburg,1996-01,-3.3,Cloudy,0.18,8.11
Hamburg,1996-02,-2.83,Snow fall,1.99,9.82
Hamburg,1996-03,1.13,Cloudy,0.45,11.91
Hamburg,1996-04,8.08,Drizzle,0.99,14.06
Hamburg,1996-05,10.7,Drizzle,2.37,15.94
Hamburg,1996-06,14.9,Drizzle,0.9,16.95
Hamburg,1996-07,15.85,Drizzle,2.3,16.42
Hamburg,1996-08,18.2,Drizzle,2.83,14.73
Hamburg,1996-09,12.03,Drizzle,1.54,12.66
Hamburg,1996-10,10.0,Cloudy,2.12,10.53
Hamburg,1996-11,4.82,Drizzle,3.01,8.61
Hamburg,1996-12,-1.01,Cloudy,1.06,7.57
Hamburg,1997-01,-2.02,Cloudy,0.1,8.14
Hamburg,1997-02,4.42,Drizzle,3.22,9.84
Hamburg,1997-03,5.23,Cloudy,1.62,11.9
Hamburg,1997-04,6.48,Cloudy,1.22,14.04
Hamburg,1997-05,12.05,Drizzle,3.19,15.93
Hamburg,1997-06,16.01,Cloudy,2.14,16.95
Hamburg,1997-07,17.72,Drizzle,3.12,16.43
Hamburg,1997-08,20.92,Drizzle,2.03,14.75
Hamburg,1997-09,13.93,Cloudy,0.98,12.68
Hamburg,1997-10,8.27,Cloudy,1.2,10.55
Hamburg,1997-11,3.99,Cloudy,1.18,8.62
Hamburg,1997-12,2.49,Drizzle,2.06,7.57
Hamburg,1998-01,3.59,Drizzle,2.61,8.13
Hamburg,1998-02,5.74,Cloudy,0.75,9.82
Hamburg,1998-03,5.27,Drizzle,2.14,11.88
Hamburg,1998-04,8.84,Drizzle,3.25,14.02
Hamburg,1998-05,13.73,Drizzle,1.72,15.92
Hamburg,1998-06,15.98,Drizzle,3.05,16.94
Hamburg,1998-07,15.83,Drizzle,2.68,16.44
Hamburg,1998-08,15.91,Drizzle,2.27,14.76
Hamburg,1998-09,13.95,Cloudy,2.16,12.69
Hamburg,1998-10,8.92,Drizzle,4.55,10.57
Hamburg,1998-11,2.21,Cloudy,1.76,8.64
Hamburg,1998-12,1.46,Drizzle,2.04,7.57
Hamburg,1999-01,3.34,Drizzle,1.74,8.12
Hamburg,1999-02,1.51,Snow fall,1.58,9.8
Hamburg,1999-03,5.53,Drizzle,1.75,11.86
Hamburg,1999-04,9.21,Drizzle,1.56,14.01
Hamburg,1999-05,12.99,Cloudy,1.88,15.91
Hamburg,1999-06,15.03,Drizzle,2.32,16.94
Hamburg,1999-07,19.11,Clear sky,1.51,16.45
Hamburg,1999-08,17.6,Drizzle,2.38,14.78
Hamburg,1999-09,17.89,Drizzle,1.58,12.71
Hamburg,1999-10,9.97,Drizzle,1.53,10.58
Hamburg,1999-11,5.09,Cloudy,0.61,8.65
Hamburg,1999-12,2.92,Cloudy,4.15,7.57
Hamburg,2000-01,2.79,Cloudy,1.45,8.11
Hamburg,2000-02,4.54,Drizzle,2.3,9.82
Hamburg,2000-03,5.47,Drizzle,2.72,11.91
Hamburg,2000-04,9.85,Cloudy,1.82,14.06
Hamburg,2000-05,14.67,Clear sky,2.15,15.94
Hamburg,2000-06,15.87,Cloudy,1.95,16.95
Hamburg,2000-07,15.62,Drizzle,1.87,16.42
Hamburg,2000-08,16.59,Cloudy,2.18,14.73
Hamburg,2000-09,13.99,Cloudy,2.4,12.66
Hamburg,2000-10,11.16,Drizzle,1.55,10.53
Hamburg,2000-11,6.88,Drizzle,1.27,8.61
Hamburg,2000-12,3.8,Drizzle,1.39,7.57
Hamburg,2001-01,1.3,Cloudy,1.4,8.14
Hamburg,2001-02,1.98,Snow fall,2.13,9.84
Hamburg,2001-03,2.77,Drizzle,2.01,11.9
Hamburg,2001-04,7.19,Drizzle,2.71,14.04
Hamburg,2001-05,13.25,Cloudy,0.95,15.93
Hamburg,2001-06,13.95,Moderate Rain,4.01,16.95
Hamburg,2001-07,18.35,Drizzle,2.41,16.43
Hamburg,2001-08,18.27,Drizzle,3.32,14.74
Hamburg,2001-09,12.62,Drizzle,4.64,12.67
Hamburg,2001-10,13.17,Cloudy,1.56,10.55
Hamburg,2001-11,5.26,Cloudy,1.91,8.62
Hamburg,2001-12,0.95,Cloudy,2.46,7.57
Hamburg,2002-01,3.14,Drizzle,2.06,8.13
Hamburg,2002-02,5.23,Snow fall,4.42,9.82
Hamburg,2002-03,5.28,Drizzle,1.68,11.88
Hamburg,2002-04,8.12,Drizzle,2.11,14.02
Hamburg,2002-05,14.28,Drizzle,2.46,15.92
Hamburg,2002-06,16.82,Drizzle,2.09,16.94
Hamburg,2002-07,17.79,Drizzle,6.48,16.44
Hamburg,2002-08,19.99,Drizzle,2.81,14.76
Hamburg,2002-09,15.01,Cloudy,0.65,12.69
Hamburg,2002-10,8.11,Drizzle,2.6,10.56
Hamburg,2002-11,4.69,Drizzle,2.87,8.63
Hamburg,2002-12,-0.71,Cloudy,1.27,7.57
Hamburg,2003-01,0.22,Cloudy,2.08,8.12
Hamburg,2003-02,-1.07,Cloudy,0.22,9.81
Hamburg,2003-03,4.58,Cloudy,1.04,11.86
Hamburg,2003-04,8.55,Clear sky,1.57,14.01
Hamburg,2003-05,13.48,Drizzle,2.12,15.91
Hamburg,2003-06,18.22,Drizzle,1.2,16.94
Hamburg,2003-07,19.48,Cloudy,1.75,16.45
Hamburg,2003-08,20.12,Clear sky,1.21,14.77
Hamburg,2003-09,14.92,Drizzle,1.52,12.71
Hamburg,2003-10,6.33,Drizzle,1.17,10.58
Hamburg,2003-11,6.82,Drizzle,0.96,8.65
Hamburg,2003-12,3.22,Cloudy,1.87,7.57
Hamburg,2004-01,0.56,Snow fall,3.11,8.11
Hamburg,2004-02,3.13,Cloudy,2.12,9.82
Hamburg,2004-03,4.75,Drizzle,1.48,11.92
Hamburg,2004-04,9.52,Drizzle,1.37,14.06
Hamburg,2004-05,12.19,Drizzle,1.28,15.95
Hamburg,2004-06,15.1,Drizzle,2.59,16.95
Hamburg,2004-07,16.44,Moderate Rain,4.89,16.42
Hamburg,2004-08,18.86,Moderate Rain,2.57,14.73
Hamburg,2004-09,14.59,Drizzle,1.87,12.65
Hamburg,2004-10,10.65,Drizzle,1.56,10.53
Hamburg,2004-11,5.37,Drizzle,2.04,8.6
Hamburg,2004-12,3.17,Cloudy,1.1,7.56
Hamburg,2005-01,3.79,Drizzle,1.55,8.15
Hamburg,2005-02,0.46,Snow fall,1.48,9.84
Hamburg,2005-03,3.49,Cloudy,1.42,11.9
Hamburg,2005-04,9.07,Cloudy,1.25,14.04
Hamburg,2005-05,12.71,Drizzle,2.42,15.94
Hamburg,2005-06,15.91,Cloudy,1.27,16.95
Hamburg,2005-07,18.35,Drizzle,4.52,16.43
Hamburg,2005-08,16.27,Drizzle,1.6,14.74
Hamburg,2005-09,15.8,Cloudy,1.06,12.67
Hamburg,2005-10,12.15,Cloudy,1.25,10.55
Hamburg,2005-11,5.49,Cloudy,1.59,8.62
Hamburg,2005-12,2.44,Drizzle,1.66,7.57
Hamburg,2006-01,-0.98,Cloudy,0.64,8.13
Hamburg,2006-02,1.16,Cloudy,1.3,9.82
Hamburg,2006-03,0.67,Snow fall,2.24,11.88
Hamburg,2006-04,7.95,Drizzle,3.0,14.03
Hamburg,2006-05,13.29,Drizzle,2.95,15.92
Hamburg,2006-06,16.8,Drizzle,1.0,16.95
Hamburg,2006-07,22.49,Clear sky,0.93,16.44
Hamburg,2006-08,16.9,Drizzle,4.17,14.76
Hamburg,2006-09,17.73,Clear sky,1.08,12.69
Hamburg,2006-10,13.12,Drizzle,1.9,10.56
Hamburg,2006-11,7.97,Drizzle,2.07,8.63
Hamburg,2006-12,6.55,Cloudy,1.62,7.57
Hamburg,2007-01,5.61,Drizzle,3.75,8.12
Hamburg,2007-02,3.92,Drizzle,2.35,9.81
Hamburg,2007-03,7.14,Drizzle,1.86,11.87
Hamburg,2007-04,11.16,Clear sky,0.21,14.01
Hamburg,2007-05,13.87,Moderate Rain,4.11,15.91
Hamburg,2007-06,17.44,Drizzle,4.54,16.94
Hamburg,2007-07,17.05,Moderate Rain,4.81,16.45
Hamburg,2007-08,17.38,Drizzle,2.56,14.77
Hamburg,2007-09,13.91,Drizzle,2.09,12.71
Hamburg,2007-10,9.33,Cloudy,1.31,10.58
Hamburg,2007-11,5.11,Cloudy,1.67,8.65
Hamburg,2007-12,3.05,Cloudy,2.13,7.57
Hamburg,2008-01,4.63,Cloudy,3.39,8.11
Hamburg,2008-02,4.55,Cloudy,1.25,9.83
